Year,City,lat,lon,State,Purpose,Trips
1/4/1999,Mackay,-21.1412,149.1867,Queensland,Business,68.6013574
1/7/1999,Mackay,-21.1412,149.1867,Queensland,Business,47.2289671
1/10/1999,Mackay,-21.1412,149.1867,Queensland,Business,21.6460304
1/1/2000,Mackay,-21.1412,149.1867,Queensland,Business,56.0942491
1/4/2000,Mackay,-21.1412,149.1867,Queensland,Business,13.4056838
1/7/2000,Mackay,-21.1412,149.1867,Queensland,Business,51.059781
1/10/2000,Mackay,-21.1412,149.1867,Queensland,Business,18.5966626
1/1/2001,Mackay,-21.1412,149.1867,Queensland,Business,39.3285923
1/4/2001,Mackay,-21.1412,149.1867,Queensland,Business,61.9649154
1/7/2001,Mackay,-21.1412,149.1867,Queensland,Business,42.0333752
1/10/2001,Mackay,-21.1412,149.1867,Queensland,Business,35.2829379
1/1/2002,Mackay,-21.1412,149.1867,Queensland,Business,57.140051
1/4/2002,Mackay,-21.1412,149.1867,Queensland,Business,47.5516527
1/7/2002,Mackay,-21.1412,149.1867,Queensland,Business,57.3709101
1/10/2002,Mackay,-21.1412,149.1867,Queensland,Business,54.1352843
1/1/2003,Mackay,-21.1412,149.1867,Queensland,Business,25.2439544
1/4/2003,Mackay,-21.1412,149.1867,Queensland,Business,29.0488752
1/7/2003,Mackay,-21.1412,149.1867,Queensland,Business,17.6662291
1/10/2003,Mackay,-21.1412,149.1867,Queensland,Business,41.4105758
1/1/2004,Mackay,-21.1412,149.1867,Queensland,Business,20.747497
1/4/2004,Mackay,-21.1412,149.1867,Queensland,Business,41.352698
1/7/2004,Mackay,-21.1412,149.1867,Queensland,Business,70.2914638
1/10/2004,Mackay,-21.1412,149.1867,Queensland,Business,28.3447713
1/1/2005,Mackay,-21.1412,149.1867,Queensland,Business,20.5383256
1/4/2005,Mackay,-21.1412,149.1867,Queensland,Business,57.1419526
1/7/2005,Mackay,-21.1412,149.1867,Queensland,Business,72.4592729
1/10/2005,Mackay,-21.1412,149.1867,Queensland,Business,77.015959
1/1/2006,Mackay,-21.1412,149.1867,Queensland,Business,46.543526
1/4/2006,Mackay,-21.1412,149.1867,Queensland,Business,42.100463
1/7/2006,Mackay,-21.1412,149.1867,Queensland,Business,37.960878
1/10/2006,Mackay,-21.1412,149.1867,Queensland,Business,70.21149
1/1/2007,Mackay,-21.1412,149.1867,Queensland,Business,51.1616534
1/4/2007,Mackay,-21.1412,149.1867,Queensland,Business,83.33497
1/7/2007,Mackay,-21.1412,149.1867,Queensland,Business,95.6317034
1/10/2007,Mackay,-21.1412,149.1867,Queensland,Business,35.1187197
1/1/2008,Mackay,-21.1412,149.1867,Queensland,Business,32.6108383
1/4/2008,Mackay,-21.1412,149.1867,Queensland,Business,46.9391362
1/7/2008,Mackay,-21.1412,149.1867,Queensland,Business,44.9674275
1/10/2008,Mackay,-21.1412,149.1867,Queensland,Business,44.1362324
1/1/2009,Mackay,-21.1412,149.1867,Queensland,Business,54.0795325
1/4/2009,Mackay,-21.1412,149.1867,Queensland,Business,56.5052091
1/7/2009,Mackay,-21.1412,149.1867,Queensland,Business,16.2989915
1/10/2009,Mackay,-21.1412,149.1867,Queensland,Business,80.7451965
1/1/2010,Mackay,-21.1412,149.1867,Queensland,Business,116.6958799
1/4/2010,Mackay,-21.1412,149.1867,Queensland,Business,32.2884966
1/7/2010,Mackay,-21.1412,149.1867,Queensland,Business,74.009346
1/10/2010,Mackay,-21.1412,149.1867,Queensland,Business,69.7424329
1/1/2011,Mackay,-21.1412,149.1867,Queensland,Business,26.6725584
1/4/2011,Mackay,-21.1412,149.1867,Queensland,Business,43.6596683
1/7/2011,Mackay,-21.1412,149.1867,Queensland,Business,73.7773408
1/10/2011,Mackay,-21.1412,149.1867,Queensland,Business,50.8412219
1/1/2012,Mackay,-21.1412,149.1867,Queensland,Business,49.1954565
1/4/2012,Mackay,-21.1412,149.1867,Queensland,Business,57.3825951
1/7/2012,Mackay,-21.1412,149.1867,Queensland,Business,42.4673792
1/10/2012,Mackay,-21.1412,149.1867,Queensland,Business,127.1078383
1/1/2013,Mackay,-21.1412,149.1867,Queensland,Business,63.4326607
1/4/2013,Mackay,-21.1412,149.1867,Queensland,Business,76.7339523
1/7/2013,Mackay,-21.1412,149.1867,Queensland,Business,76.2277865
1/10/2013,Mackay,-21.1412,149.1867,Queensland,Business,63.1819305
1/1/2014,Mackay,-21.1412,149.1867,Queensland,Business,76.2603873
1/4/2014,Mackay,-21.1412,149.1867,Queensland,Business,126.0217135
1/7/2014,Mackay,-21.1412,149.1867,Queensland,Business,111.7612079
1/10/2014,Mackay,-21.1412,149.1867,Queensland,Business,142.1348482
1/1/2015,Mackay,-21.1412,149.1867,Queensland,Business,108.4966319
1/4/2015,Mackay,-21.1412,149.1867,Queensland,Business,149.1224292
1/7/2015,Mackay,-21.1412,149.1867,Queensland,Business,89.2227988
1/10/2015,Mackay,-21.1412,149.1867,Queensland,Business,67.557488
1/1/2016,Mackay,-21.1412,149.1867,Queensland,Business,96.0284463
1/4/2016,Mackay,-21.1412,149.1867,Queensland,Business,101.8347645
1/7/2016,Mackay,-21.1412,149.1867,Queensland,Business,91.5108401
1/10/2016,Mackay,-21.1412,149.1867,Queensland,Business,128.858649
1/1/1998,Mackay,-21.1412,149.1867,Queensland,Holiday,56.9825955
1/4/1998,Mackay,-21.1412,149.1867,Queensland,Holiday,44.2801503
1/7/1998,Mackay,-21.1412,149.1867,Queensland,Holiday,48.4801599
1/10/1998,Mackay,-21.1412,149.1867,Queensland,Holiday,68.9390059
1/1/1999,Mackay,-21.1412,149.1867,Queensland,Holiday,42.0193319
1/4/1999,Mackay,-21.1412,149.1867,Queensland,Holiday,71.2948359
1/7/1999,Mackay,-21.1412,149.1867,Queensland,Holiday,98.413537
1/10/1999,Mackay,-21.1412,149.1867,Queensland,Holiday,37.2260106
1/1/2000,Mackay,-21.1412,149.1867,Queensland,Holiday,33.9087519
1/4/2000,Mackay,-21.1412,149.1867,Queensland,Holiday,50.8798401
1/7/2000,Mackay,-21.1412,149.1867,Queensland,Holiday,45.8386658
1/10/2000,Mackay,-21.1412,149.1867,Queensland,Holiday,46.2587669
1/1/2001,Mackay,-21.1412,149.1867,Queensland,Holiday,25.0785871
1/4/2001,Mackay,-21.1412,149.1867,Queensland,Holiday,67.054047
1/7/2001,Mackay,-21.1412,149.1867,Queensland,Holiday,126.2044172
1/10/2001,Mackay,-21.1412,149.1867,Queensland,Holiday,43.9326657
1/1/2002,Mackay,-21.1412,149.1867,Queensland,Holiday,33.0346937
1/4/2002,Mackay,-21.1412,149.1867,Queensland,Holiday,54.3757358
1/7/2002,Mackay,-21.1412,149.1867,Queensland,Holiday,53.4164325
1/10/2002,Mackay,-21.1412,149.1867,Queensland,Holiday,39.3171257
1/1/2003,Mackay,-21.1412,149.1867,Queensland,Holiday,14.2917369
1/4/2003,Mackay,-21.1412,149.1867,Queensland,Holiday,60.6676492
1/7/2003,Mackay,-21.1412,149.1867,Queensland,Holiday,47.1023083
1/10/2003,Mackay,-21.1412,149.1867,Queensland,Holiday,32.1787223
1/1/2004,Mackay,-21.1412,149.1867,Queensland,Holiday,31.3767459
1/4/2004,Mackay,-21.1412,149.1867,Queensland,Holiday,94.8395076
1/7/2004,Mackay,-21.1412,149.1867,Queensland,Holiday,48.2007045
1/10/2004,Mackay,-21.1412,149.1867,Queensland,Holiday,50.6674585
1/1/2005,Mackay,-21.1412,149.1867,Queensland,Holiday,35.8988815
1/4/2005,Mackay,-21.1412,149.1867,Queensland,Holiday,45.7420581
1/7/2005,Mackay,-21.1412,149.1867,Queensland,Holiday,52.7455715
1/10/2005,Mackay,-21.1412,149.1867,Queensland,Holiday,39.6491208
1/1/2006,Mackay,-21.1412,149.1867,Queensland,Holiday,49.940701
1/4/2006,Mackay,-21.1412,149.1867,Queensland,Holiday,17.599408
1/7/2006,Mackay,-21.1412,149.1867,Queensland,Holiday,51.73548
1/10/2006,Mackay,-21.1412,149.1867,Queensland,Holiday,40.546473
1/1/2007,Mackay,-21.1412,149.1867,Queensland,Holiday,26.6880104
1/4/2007,Mackay,-21.1412,149.1867,Queensland,Holiday,73.5272601
1/7/2007,Mackay,-21.1412,149.1867,Queensland,Holiday,79.4600752
1/10/2007,Mackay,-21.1412,149.1867,Queensland,Holiday,28.7534513
1/1/2008,Mackay,-21.1412,149.1867,Queensland,Holiday,75.3586574
1/4/2008,Mackay,-21.1412,149.1867,Queensland,Holiday,96.6219771
1/7/2008,Mackay,-21.1412,149.1867,Queensland,Holiday,43.2878647
1/10/2008,Mackay,-21.1412,149.1867,Queensland,Holiday,49.8387081
1/1/2009,Mackay,-21.1412,149.1867,Queensland,Holiday,17.0037167
1/4/2009,Mackay,-21.1412,149.1867,Queensland,Holiday,37.9869882
1/7/2009,Mackay,-21.1412,149.1867,Queensland,Holiday,68.9551312
1/10/2009,Mackay,-21.1412,149.1867,Queensland,Holiday,23.1683019
1/1/2010,Mackay,-21.1412,149.1867,Queensland,Holiday,18.9990466
1/4/2010,Mackay,-21.1412,149.1867,Queensland,Holiday,37.1138474
1/7/2010,Mackay,-21.1412,149.1867,Queensland,Holiday,63.8741255
1/10/2010,Mackay,-21.1412,149.1867,Queensland,Holiday,35.3270776
1/1/2011,Mackay,-21.1412,149.1867,Queensland,Holiday,1.3186874
1/4/2011,Mackay,-21.1412,149.1867,Queensland,Holiday,51.8452547
1/7/2011,Mackay,-21.1412,149.1867,Queensland,Holiday,77.1261202
1/10/2011,Mackay,-21.1412,149.1867,Queensland,Holiday,29.7641893
1/1/2012,Mackay,-21.1412,149.1867,Queensland,Holiday,13.7836404
1/4/2012,Mackay,-21.1412,149.1867,Queensland,Holiday,75.2719285
1/7/2012,Mackay,-21.1412,149.1867,Queensland,Holiday,35.8501599
1/10/2012,Mackay,-21.1412,149.1867,Queensland,Holiday,40.0415347
1/1/2013,Mackay,-21.1412,149.1867,Queensland,Holiday,41.0013184
1/4/2013,Mackay,-21.1412,149.1867,Queensland,Holiday,49.6922931
1/7/2013,Mackay,-21.1412,149.1867,Queensland,Holiday,47.4898704
1/10/2013,Mackay,-21.1412,149.1867,Queensland,Holiday,15.3838834
1/1/2014,Mackay,-21.1412,149.1867,Queensland,Holiday,24.1779216
1/4/2014,Mackay,-21.1412,149.1867,Queensland,Holiday,45.8017229
1/7/2014,Mackay,-21.1412,149.1867,Queensland,Holiday,58.4736155
1/10/2014,Mackay,-21.1412,149.1867,Queensland,Holiday,27.3310726
1/1/2015,Mackay,-21.1412,149.1867,Queensland,Holiday,19.7342414
1/4/2015,Mackay,-21.1412,149.1867,Queensland,Holiday,42.6804919
1/7/2015,Mackay,-21.1412,149.1867,Queensland,Holiday,70.4874613
1/10/2015,Mackay,-21.1412,149.1867,Queensland,Holiday,11.2840264
1/1/2016,Mackay,-21.1412,149.1867,Queensland,Holiday,29.1793094
1/4/2016,Mackay,-21.1412,149.1867,Queensland,Holiday,33.5240038
1/7/2016,Mackay,-21.1412,149.1867,Queensland,Holiday,82.9731527
1/10/2016,Mackay,-21.1412,149.1867,Queensland,Holiday,31.3691168
1/1/1998,Mackay,-21.1412,149.1867,Queensland,Other,6.4279567
1/4/1998,Mackay,-21.1412,149.1867,Queensland,Other,3.0042405
1/7/1998,Mackay,-21.1412,149.1867,Queensland,Other,16.9186222
1/10/1998,Mackay,-21.1412,149.1867,Queensland,Other,5.763904
1/1/1999,Mackay,-21.1412,149.1867,Queensland,Other,1.4587533
1/4/1999,Mackay,-21.1412,149.1867,Queensland,Other,19.3124097
1/7/1999,Mackay,-21.1412,149.1867,Queensland,Other,22.0429714
1/10/1999,Mackay,-21.1412,149.1867,Queensland,Other,20.1340845
1/1/2000,Mackay,-21.1412,149.1867,Queensland,Other,0
1/4/2000,Mackay,-21.1412,149.1867,Queensland,Other,3.2184545
1/7/2000,Mackay,-21.1412,149.1867,Queensland,Other,8.4753038
1/10/2000,Mackay,-21.1412,149.1867,Queensland,Other,2.8293272
1/1/2001,Mackay,-21.1412,149.1867,Queensland,Other,2.345745
1/4/2001,Mackay,-21.1412,149.1867,Queensland,Other,14.6169831
1/7/2001,Mackay,-21.1412,149.1867,Queensland,Other,5.6531129
1/10/2001,Mackay,-21.1412,149.1867,Queensland,Other,11.8099296
1/1/2002,Mackay,-21.1412,149.1867,Queensland,Other,10.2951956
1/4/2002,Mackay,-21.1412,149.1867,Queensland,Other,0
1/7/2002,Mackay,-21.1412,149.1867,Queensland,Other,17.7814612
1/10/2002,Mackay,-21.1412,149.1867,Queensland,Other,6.0388253
1/1/2003,Mackay,-21.1412,149.1867,Queensland,Other,13.9090596
1/4/2003,Mackay,-21.1412,149.1867,Queensland,Other,0.592131
1/7/2003,Mackay,-21.1412,149.1867,Queensland,Other,3.0715458
1/10/2003,Mackay,-21.1412,149.1867,Queensland,Other,0
1/1/2004,Mackay,-21.1412,149.1867,Queensland,Other,2.1420439
1/4/2004,Mackay,-21.1412,149.1867,Queensland,Other,3.0031825
1/7/2004,Mackay,-21.1412,149.1867,Queensland,Other,13.1917637
1/10/2004,Mackay,-21.1412,149.1867,Queensland,Other,27.8516715
1/1/2005,Mackay,-21.1412,149.1867,Queensland,Other,0
1/4/2005,Mackay,-21.1412,149.1867,Queensland,Other,8.278127
1/7/2005,Mackay,-21.1412,149.1867,Queensland,Other,9.7396649
1/10/2005,Mackay,-21.1412,149.1867,Queensland,Other,0
1/1/2006,Mackay,-21.1412,149.1867,Queensland,Other,10.771465
1/4/2006,Mackay,-21.1412,149.1867,Queensland,Other,16.627619
1/7/2006,Mackay,-21.1412,149.1867,Queensland,Other,17.031771
1/10/2006,Mackay,-21.1412,149.1867,Queensland,Other,3.658312
1/1/2007,Mackay,-21.1412,149.1867,Queensland,Other,0
1/4/2007,Mackay,-21.1412,149.1867,Queensland,Other,4.6782808
1/7/2007,Mackay,-21.1412,149.1867,Queensland,Other,13.2454861
1/10/2007,Mackay,-21.1412,149.1867,Queensland,Other,4.8942137
1/1/2008,Mackay,-21.1412,149.1867,Queensland,Other,3.2996964
1/4/2008,Mackay,-21.1412,149.1867,Queensland,Other,9.6852404
1/7/2008,Mackay,-21.1412,149.1867,Queensland,Other,0
1/10/2008,Mackay,-21.1412,149.1867,Queensland,Other,0
1/1/2009,Mackay,-21.1412,149.1867,Queensland,Other,3.276055
1/4/2009,Mackay,-21.1412,149.1867,Queensland,Other,4.5958951
1/7/2009,Mackay,-21.1412,149.1867,Queensland,Other,6.2967899
1/10/2009,Mackay,-21.1412,149.1867,Queensland,Other,8.085932
1/1/2010,Mackay,-21.1412,149.1867,Queensland,Other,6.8130457
1/4/2010,Mackay,-21.1412,149.1867,Queensland,Other,0
1/7/2010,Mackay,-21.1412,149.1867,Queensland,Other,13.6257255
1/10/2010,Mackay,-21.1412,149.1867,Queensland,Other,2.6384819
1/1/2011,Mackay,-21.1412,149.1867,Queensland,Other,0
1/4/2011,Mackay,-21.1412,149.1867,Queensland,Other,23.9677185
1/7/2011,Mackay,-21.1412,149.1867,Queensland,Other,13.080715
1/10/2011,Mackay,-21.1412,149.1867,Queensland,Other,13.7807951
1/1/2012,Mackay,-21.1412,149.1867,Queensland,Other,11.5659005
1/4/2012,Mackay,-21.1412,149.1867,Queensland,Other,5.6007409
1/7/2012,Mackay,-21.1412,149.1867,Queensland,Other,11.0479938
1/10/2012,Mackay,-21.1412,149.1867,Queensland,Other,0
1/1/2013,Mackay,-21.1412,149.1867,Queensland,Other,7.2043556
1/4/2013,Mackay,-21.1412,149.1867,Queensland,Other,1.3961403
1/7/2013,Mackay,-21.1412,149.1867,Queensland,Other,11.3073712
1/10/2013,Mackay,-21.1412,149.1867,Queensland,Other,0
1/1/2014,Mackay,-21.1412,149.1867,Queensland,Other,0
1/4/2014,Mackay,-21.1412,149.1867,Queensland,Other,2.812962
1/7/2014,Mackay,-21.1412,149.1867,Queensland,Other,5.038856
1/10/2014,Mackay,-21.1412,149.1867,Queensland,Other,0
1/1/2015,Mackay,-21.1412,149.1867,Queensland,Other,0
1/4/2015,Mackay,-21.1412,149.1867,Queensland,Other,10.250133
1/7/2015,Mackay,-21.1412,149.1867,Queensland,Other,14.6232541
1/10/2015,Mackay,-21.1412,149.1867,Queensland,Other,2.8247661
1/1/2016,Mackay,-21.1412,149.1867,Queensland,Other,11.5067626
1/4/2016,Mackay,-21.1412,149.1867,Queensland,Other,18.9473857
1/7/2016,Mackay,-21.1412,149.1867,Queensland,Other,5.8983974
1/10/2016,Mackay,-21.1412,149.1867,Queensland,Other,22.5933214
1/1/1998,Mackay,-21.1412,149.1867,Queensland,Visiting,34.2732371
1/4/1998,Mackay,-21.1412,149.1867,Queensland,Visiting,54.5273155
1/7/1998,Mackay,-21.1412,149.1867,Queensland,Visiting,26.5769793
1/10/1998,Mackay,-21.1412,149.1867,Queensland,Visiting,53.3034261
1/1/1999,Mackay,-21.1412,149.1867,Queensland,Visiting,28.258849
1/4/1999,Mackay,-21.1412,149.1867,Queensland,Visiting,56.0445772
1/7/1999,Mackay,-21.1412,149.1867,Queensland,Visiting,48.9149121
1/10/1999,Mackay,-21.1412,149.1867,Queensland,Visiting,42.3954638
1/1/2000,Mackay,-21.1412,149.1867,Queensland,Visiting,36.1207805
1/4/2000,Mackay,-21.1412,149.1867,Queensland,Visiting,21.4913052
1/7/2000,Mackay,-21.1412,149.1867,Queensland,Visiting,29.5117727
1/10/2000,Mackay,-21.1412,149.1867,Queensland,Visiting,53.0837461
1/1/2001,Mackay,-21.1412,149.1867,Queensland,Visiting,52.8784344
1/4/2001,Mackay,-21.1412,149.1867,Queensland,Visiting,39.5630714
1/7/2001,Mackay,-21.1412,149.1867,Queensland,Visiting,39.7786167
1/10/2001,Mackay,-21.1412,149.1867,Queensland,Visiting,39.2960124
1/1/2002,Mackay,-21.1412,149.1867,Queensland,Visiting,67.3504136
1/4/2002,Mackay,-21.1412,149.1867,Queensland,Visiting,43.5129397
1/7/2002,Mackay,-21.1412,149.1867,Queensland,Visiting,53.2318189
1/10/2002,Mackay,-21.1412,149.1867,Queensland,Visiting,45.017126
1/1/2003,Mackay,-21.1412,149.1867,Queensland,Visiting,46.0431541
1/4/2003,Mackay,-21.1412,149.1867,Queensland,Visiting,73.4007579
1/7/2003,Mackay,-21.1412,149.1867,Queensland,Visiting,42.317746
1/10/2003,Mackay,-21.1412,149.1867,Queensland,Visiting,46.7603633
1/1/2004,Mackay,-21.1412,149.1867,Queensland,Visiting,25.8030222
1/4/2004,Mackay,-21.1412,149.1867,Queensland,Visiting,42.440688
1/7/2004,Mackay,-21.1412,149.1867,Queensland,Visiting,50.8783517
1/10/2004,Mackay,-21.1412,149.1867,Queensland,Visiting,56.1092571
1/1/2005,Mackay,-21.1412,149.1867,Queensland,Visiting,57.5746158
1/4/2005,Mackay,-21.1412,149.1867,Queensland,Visiting,24.028931
1/7/2005,Mackay,-21.1412,149.1867,Queensland,Visiting,37.0918441
1/10/2005,Mackay,-21.1412,149.1867,Queensland,Visiting,39.7496655
1/1/2006,Mackay,-21.1412,149.1867,Queensland,Visiting,34.33245
1/4/2006,Mackay,-21.1412,149.1867,Queensland,Visiting,64.457478
1/7/2006,Mackay,-21.1412,149.1867,Queensland,Visiting,68.822217
1/10/2006,Mackay,-21.1412,149.1867,Queensland,Visiting,57.130384
1/1/2007,Mackay,-21.1412,149.1867,Queensland,Visiting,42.4780752
1/4/2007,Mackay,-21.1412,149.1867,Queensland,Visiting,58.4426899
1/7/2007,Mackay,-21.1412,149.1867,Queensland,Visiting,42.9984143
1/10/2007,Mackay,-21.1412,149.1867,Queensland,Visiting,64.2114394
1/1/2008,Mackay,-21.1412,149.1867,Queensland,Visiting,36.4066077
1/4/2008,Mackay,-21.1412,149.1867,Queensland,Visiting,34.1288877
1/7/2008,Mackay,-21.1412,149.1867,Queensland,Visiting,65.4571358
1/10/2008,Mackay,-21.1412,149.1867,Queensland,Visiting,52.3344055
1/1/2009,Mackay,-21.1412,149.1867,Queensland,Visiting,34.9140032
1/4/2009,Mackay,-21.1412,149.1867,Queensland,Visiting,34.2863325
1/7/2009,Mackay,-21.1412,149.1867,Queensland,Visiting,36.2044283
1/10/2009,Mackay,-21.1412,149.1867,Queensland,Visiting,15.4928792
1/1/2010,Mackay,-21.1412,149.1867,Queensland,Visiting,40.4277092
1/4/2010,Mackay,-21.1412,149.1867,Queensland,Visiting,57.4095394
1/7/2010,Mackay,-21.1412,149.1867,Queensland,Visiting,60.9726066
1/10/2010,Mackay,-21.1412,149.1867,Queensland,Visiting,35.2210755
1/1/2011,Mackay,-21.1412,149.1867,Queensland,Visiting,16.7259813
1/4/2011,Mackay,-21.1412,149.1867,Queensland,Visiting,59.1520317
1/7/2011,Mackay,-21.1412,149.1867,Queensland,Visiting,63.1222004
1/10/2011,Mackay,-21.1412,149.1867,Queensland,Visiting,64.4249623
1/1/2012,Mackay,-21.1412,149.1867,Queensland,Visiting,52.6447968
1/4/2012,Mackay,-21.1412,149.1867,Queensland,Visiting,73.6019627
1/7/2012,Mackay,-21.1412,149.1867,Queensland,Visiting,39.964312
1/10/2012,Mackay,-21.1412,149.1867,Queensland,Visiting,84.9682586
1/1/2013,Mackay,-21.1412,149.1867,Queensland,Visiting,42.018993
1/4/2013,Mackay,-21.1412,149.1867,Queensland,Visiting,56.6353139
1/7/2013,Mackay,-21.1412,149.1867,Queensland,Visiting,38.9993203
1/10/2013,Mackay,-21.1412,149.1867,Queensland,Visiting,48.0807815
1/1/2014,Mackay,-21.1412,149.1867,Queensland,Visiting,56.0829349
1/4/2014,Mackay,-21.1412,149.1867,Queensland,Visiting,37.332984
1/7/2014,Mackay,-21.1412,149.1867,Queensland,Visiting,49.896314
1/10/2014,Mackay,-21.1412,149.1867,Queensland,Visiting,41.7927167
1/1/2015,Mackay,-21.1412,149.1867,Queensland,Visiting,21.9395403
1/4/2015,Mackay,-21.1412,149.1867,Queensland,Visiting,50.7602857
1/7/2015,Mackay,-21.1412,149.1867,Queensland,Visiting,57.3847692
1/10/2015,Mackay,-21.1412,149.1867,Queensland,Visiting,36.9361342
1/1/2016,Mackay,-21.1412,149.1867,Queensland,Visiting,27.424731
1/4/2016,Mackay,-21.1412,149.1867,Queensland,Visiting,49.6523123
1/7/2016,Mackay,-21.1412,149.1867,Queensland,Visiting,43.5801322
1/10/2016,Mackay,-21.1412,149.1867,Queensland,Visiting,71.5660704
1/1/1998,Mallee,-35.0012,142.4082,Victoria,Business,34.810593
1/4/1998,Mallee,-35.0012,142.4082,Victoria,Business,11.7847698
1/7/1998,Mallee,-35.0012,142.4082,Victoria,Business,41.880434
1/10/1998,Mallee,-35.0012,142.4082,Victoria,Business,18.0246312
1/1/1999,Mallee,-35.0012,142.4082,Victoria,Business,32.1491061
1/4/1999,Mallee,-35.0012,142.4082,Victoria,Business,41.0893923
1/7/1999,Mallee,-35.0012,142.4082,Victoria,Business,39.2666548
1/10/1999,Mallee,-35.0012,142.4082,Victoria,Business,38.1595987
1/1/2000,Mallee,-35.0012,142.4082,Victoria,Business,23.6738555
1/4/2000,Mallee,-35.0012,142.4082,Victoria,Business,34.6019906
1/7/2000,Mallee,-35.0012,142.4082,Victoria,Business,61.9586701
1/10/2000,Mallee,-35.0012,142.4082,Victoria,Business,39.7603238
1/1/2001,Mallee,-35.0012,142.4082,Victoria,Business,3.7414939
1/4/2001,Mallee,-35.0012,142.4082,Victoria,Business,29.1260921
1/7/2001,Mallee,-35.0012,142.4082,Victoria,Business,44.1258093
1/10/2001,Mallee,-35.0012,142.4082,Victoria,Business,33.6377803
1/1/2002,Mallee,-35.0012,142.4082,Victoria,Business,25.4151921
1/4/2002,Mallee,-35.0012,142.4082,Victoria,Business,19.5021759
1/7/2002,Mallee,-35.0012,142.4082,Victoria,Business,79.9877526
1/10/2002,Mallee,-35.0012,142.4082,Victoria,Business,32.7713054
1/1/2003,Mallee,-35.0012,142.4082,Victoria,Business,25.999881
1/4/2003,Mallee,-35.0012,142.4082,Victoria,Business,41.6930352
1/7/2003,Mallee,-35.0012,142.4082,Victoria,Business,25.0634683
1/10/2003,Mallee,-35.0012,142.4082,Victoria,Business,19.8926627
1/1/2004,Mallee,-35.0012,142.4082,Victoria,Business,39.5916312
1/4/2004,Mallee,-35.0012,142.4082,Victoria,Business,37.6566716
1/7/2004,Mallee,-35.0012,142.4082,Victoria,Business,29.4719586
1/10/2004,Mallee,-35.0012,142.4082,Victoria,Business,38.7692931
1/1/2005,Mallee,-35.0012,142.4082,Victoria,Business,15.1638356
1/4/2005,Mallee,-35.0012,142.4082,Victoria,Business,31.0620742
1/7/2005,Mallee,-35.0012,142.4082,Victoria,Business,39.3138896
1/10/2005,Mallee,-35.0012,142.4082,Victoria,Business,18.4123697
1/1/2006,Mallee,-35.0012,142.4082,Victoria,Business,6.142043
1/4/2006,Mallee,-35.0012,142.4082,Victoria,Business,25.700775
1/7/2006,Mallee,-35.0012,142.4082,Victoria,Business,51.560375
1/10/2006,Mallee,-35.0012,142.4082,Victoria,Business,19.728493
1/1/2007,Mallee,-35.0012,142.4082,Victoria,Business,13.1937269
1/4/2007,Mallee,-35.0012,142.4082,Victoria,Business,24.9639827
1/7/2007,Mallee,-35.0012,142.4082,Victoria,Business,43.4948213
1/10/2007,Mallee,-35.0012,142.4082,Victoria,Business,24.48753
1/1/2008,Mallee,-35.0012,142.4082,Victoria,Business,11.9259708
1/4/2008,Mallee,-35.0012,142.4082,Victoria,Business,25.0050518
1/7/2008,Mallee,-35.0012,142.4082,Victoria,Business,15.8156354
1/10/2008,Mallee,-35.0012,142.4082,Victoria,Business,29.1289774
1/1/2009,Mallee,-35.0012,142.4082,Victoria,Business,18.529157
1/4/2009,Mallee,-35.0012,142.4082,Victoria,Business,13.1409719
1/7/2009,Mallee,-35.0012,142.4082,Victoria,Business,25.0088447
1/10/2009,Mallee,-35.0012,142.4082,Victoria,Business,44.1616611
1/1/2010,Mallee,-35.0012,142.4082,Victoria,Business,12.2617089
1/4/2010,Mallee,-35.0012,142.4082,Victoria,Business,33.2378255
1/7/2010,Mallee,-35.0012,142.4082,Victoria,Business,24.4373165
1/10/2010,Mallee,-35.0012,142.4082,Victoria,Business,26.7430022
1/1/2011,Mallee,-35.0012,142.4082,Victoria,Business,12.7575792
1/4/2011,Mallee,-35.0012,142.4082,Victoria,Business,17.6627414
1/7/2011,Mallee,-35.0012,142.4082,Victoria,Business,12.6742676
1/10/2011,Mallee,-35.0012,142.4082,Victoria,Business,19.8236871
1/1/2012,Mallee,-35.0012,142.4082,Victoria,Business,21.0130454
1/4/2012,Mallee,-35.0012,142.4082,Victoria,Business,18.1525604
1/7/2012,Mallee,-35.0012,142.4082,Victoria,Business,31.1860099
1/10/2012,Mallee,-35.0012,142.4082,Victoria,Business,16.6308449
1/1/2013,Mallee,-35.0012,142.4082,Victoria,Business,36.184441
1/4/2013,Mallee,-35.0012,142.4082,Victoria,Business,36.8698666
1/7/2013,Mallee,-35.0012,142.4082,Victoria,Business,32.9386434
1/10/2013,Mallee,-35.0012,142.4082,Victoria,Business,23.0403953
1/1/2014,Mallee,-35.0012,142.4082,Victoria,Business,39.0080624
1/4/2014,Mallee,-35.0012,142.4082,Victoria,Business,18.9339688
1/7/2014,Mallee,-35.0012,142.4082,Victoria,Business,25.7036862
1/10/2014,Mallee,-35.0012,142.4082,Victoria,Business,34.8907306
1/1/2015,Mallee,-35.0012,142.4082,Victoria,Business,34.7694582
1/4/2015,Mallee,-35.0012,142.4082,Victoria,Business,17.0914725
1/7/2015,Mallee,-35.0012,142.4082,Victoria,Business,35.9289056
1/10/2015,Mallee,-35.0012,142.4082,Victoria,Business,23.2238363
1/1/2016,Mallee,-35.0012,142.4082,Victoria,Business,24.4797149
